EmployeeID,FirstName,LastName,Age,Department,JobTitle,Salary,DateHired,LastPromotionDate,PerformanceScore,Absences,EducationLevel,EmployeeSatisfaction
2595,Chris,Weeks,32,Marketing,Software Engineer,63488.0,2022-05-24,2022-03-31,4.0,9.0,High School Diploma,5
2596,Paul,,42,HR,Sales Executive,76244.0,2018-07-27,,1.0,0.0,PhD,5
2597,Walter,Rivera,45,Sales,Software Engineer,47929.0,2023-02-06,2021-07-04,1.0,,Master,1
2598,Christopher,Hendrix,54,IT,Marketing Specialist,89751.0,2021-02-20,2022-08-31,3.0,12.0,High School Diploma,4
2599,Gary,Gutierrez,27,Sales,Software Engineer,,2021-11-21,,3.0,13.0,Bachelor,5
2600,Debra,Williams,39,IT,Marketing Specialist,76488.0,2020-05-22,,5.0,11.0,No Diploma,2
2601,Holly,Ross,41,Marketing,Marketing Specialist,81650.0,2022-01-09,,5.0,16.0,Associates Degree,2
2602,Heidi,Ray,50,Sales,Data Analyst,76767.0,2019-06-27,2021-09-20,2.0,9.0,High School Diploma,4
2603,Heidi,Stone,53,HR,Software Engineer,85997.0,2022-04-04,2021-05-12,2.0,,Master,3
2604,Deanna,Baker,43,Sales,HR Manager,44263.0,2020-11-10,2021-10-29,4.0,17.0,High School Diploma,2
2605,Vincent,Floyd,33,Marketing,HR Manager,60013.0,2018-07-16,,2.0,20.0,PhD,3
2606,William,Johnson,36,Marketing,Marketing Specialist,,2020-03-12,,1.0,17.0,Bachelor,5
2607,Steven,Duran,28,IT,Sales Executive,82456.0,2020-07-25,2022-08-08,,,Master,5
2608,Kristopher,Mcdonald,58,IT,Software Engineer,53770.0,2023-04-18,,2.0,13.0,High School Diploma,2
2609,James,Thompson,40,HR,Sales Executive,87273.0,2020-06-26,,1.0,1.0,Master,4
2610,Benjamin,,43,IT,Marketing Specialist,84634.0,2019-08-16,,2.0,1.0,Master,2
2611,Jasmine,Hawkins,47,HR,Software Engineer,57308.0,2020-03-31,2021-12-29,4.0,13.0,Associates Degree,2
2612,William,Powell,55,IT,Sales Executive,53867.0,2018-08-02,,5.0,15.0,PhD,5
2613,Katherine,Robinson,51,Marketing,Sales Executive,,2022-06-01,,2.0,2.0,No Diploma,5
2614,Jack,Morris,54,HR,Marketing Specialist,58019.0,2020-01-17,,1.0,1.0,High School Diploma,4
2615,Christina,Mejia,51,Sales,Marketing Specialist,83708.0,2018-06-26,2021-10-12,4.0,8.0,Master,2
2616,Jonathan,Lucas,55,IT,HR Manager,74248.0,2021-04-10,2021-08-17,4.0,10.0,No Diploma,1
2617,Regina,Sanchez,46,IT,Marketing Specialist,51746.0,2020-01-31,2022-07-27,5.0,2.0,Associates Degree,2
2618,Patricia,Garcia,56,Marketing,Marketing Specialist,60651.0,2020-10-20,,3.0,0.0,Bachelor,2
2619,Keith,Hubbard,54,Marketing,Sales Executive,41731.0,2020-08-23,2023-05-26,2.0,,PhD,4
2620,Natasha,Weaver,51,Marketing,Software Engineer,69027.0,2022-11-23,2023-09-12,,15.0,PhD,1
2621,Austin,Evans,39,Marketing,HR Manager,70415.0,2020-09-28,2022-07-21,2.0,15.0,PhD,4
2622,Joy,Shelton,31,IT,Data Analyst,65040.0,2022-02-13,2022-01-03,5.0,17.0,High School Diploma,2
2623,Jessica,Welch,54,Sales,Software Engineer,83796.0,2021-04-10,,3.0,18.0,Master,2
2624,Tara,Williams,40,Sales,Software Engineer,81026.0,2020-07-19,,3.0,9.0,No Diploma,4
2625,Carrie,Baker,49,Marketing,Marketing Specialist,88326.0,2022-02-27,,,19.0,PhD,3
2626,William,Williams,50,Sales,HR Manager,40372.0,2018-07-07,,5.0,9.0,Bachelor,4
2627,Alicia,Bailey,54,Marketing,Marketing Specialist,45320.0,2022-12-25,,,7.0,Master,3
2628,Megan,Frazier,46,HR,Marketing Specialist,45101.0,2019-03-10,2021-02-04,2.0,13.0,High School Diploma,3
2629,Amy,Garrett,40,Marketing,Sales Executive,50086.0,2019-04-19,,,0.0,PhD,4
2630,Lisa,Simpson,25,Sales,Data Analyst,48729.0,2022-08-24,,1.0,11.0,PhD,2
2631,Cheyenne,Matthews,43,IT,Sales Executive,70827.0,2021-11-02,,2.0,2.0,High School Diploma,3
2632,Cody,Murphy,37,IT,Marketing Specialist,51761.0,2023-03-04,,4.0,,Bachelor,1
2633,Candace,Perez,53,IT,Data Analyst,44546.0,2023-05-08,,2.0,12.0,Associates Degree,1
2634,Maria,Robinson,42,Sales,Software Engineer,84815.0,2020-09-25,,4.0,5.0,No Diploma,5
2635,Maurice,Parker,31,IT,Data Analyst,69270.0,2019-12-30,2022-11-20,4.0,1.0,Bachelor,1
2636,Michelle,Roberts,47,HR,Marketing Specialist,83147.0,2022-03-03,2022-10-03,3.0,19.0,High School Diploma,2
2637,Michael,Williams,47,Sales,Data Analyst,79846.0,2019-08-16,2022-05-03,3.0,6.0,No Diploma,3
2638,Kristin,Gonzales,43,HR,Software Engineer,,2018-07-20,2021-05-13,3.0,18.0,Bachelor,2
2639,Rebecca,Martinez,59,IT,Data Analyst,50066.0,2018-10-24,,,10.0,Master,5
2640,Lisa,Vazquez,44,HR,Marketing Specialist,70762.0,2018-11-10,,3.0,12.0,No Diploma,2
2641,Timothy,Smith,45,Marketing,Data Analyst,58865.0,2023-03-21,2023-08-09,5.0,16.0,Master,4
2642,Morgan,Osborne,55,Marketing,Software Engineer,79182.0,2021-09-24,2021-09-26,2.0,7.0,Master,5
2643,Jennifer,Davis,48,Sales,Data Analyst,70905.0,2020-01-30,2021-05-27,2.0,9.0,No Diploma,2
2644,Amanda,Woods,45,HR,Sales Executive,62402.0,2023-04-18,,1.0,1.0,Bachelor,1
2645,Katherine,Barr,27,Marketing,Marketing Specialist,,2020-08-27,2021-08-03,1.0,7.0,PhD,5
2646,Joel,Miller,50,Sales,Sales Executive,63105.0,2019-01-11,2021-02-11,3.0,15.0,Bachelor,2
2647,Daniel,Frank,35,Marketing,Sales Executive,72606.0,2021-07-09,2022-06-17,2.0,9.0,No Diploma,4
2648,Michael,Vazquez,59,IT,HR Manager,83680.0,2021-10-28,,1.0,1.0,No Diploma,3
2649,Kaitlyn,Reed,43,Sales,HR Manager,79156.0,2018-10-27,2022-04-04,3.0,15.0,No Diploma,4
2650,Joshua,Coleman,45,Sales,Software Engineer,40234.0,2020-02-07,,5.0,18.0,PhD,3
2651,William,Bowers,45,Sales,Sales Executive,77185.0,2018-06-29,,3.0,20.0,Bachelor,4
2652,Antonio,Holder,51,HR,Data Analyst,42333.0,2021-10-28,,,10.0,PhD,3
2653,Jill,Meadows,28,Sales,Sales Executive,61467.0,2022-11-18,2022-10-06,,,Associates Degree,1
2654,Adrian,Riley,47,IT,Sales Executive,88051.0,2022-07-12,2021-11-02,,,PhD,3
2655,Pamela,,47,Marketing,Software Engineer,83317.0,2021-03-21,,2.0,7.0,Bachelor,5
2656,Ashley,Kramer,60,Marketing,Software Engineer,45336.0,2019-08-21,,,0.0,No Diploma,5
2657,Kenneth,Hernandez,40,Marketing,Sales Executive,52842.0,2019-07-03,2022-06-28,5.0,19.0,Associates Degree,1
2658,Christina,Booker,57,Sales,Sales Executive,42679.0,2018-06-25,,4.0,14.0,High School Diploma,3
2659,Stephanie,Robles,46,IT,Data Analyst,54873.0,2022-07-12,,4.0,13.0,Master,5
2660,James,Hodge,46,IT,Marketing Specialist,67224.0,2019-04-10,,5.0,,Bachelor,4
2661,Alan,Drake,38,HR,Software Engineer,,2022-04-05,,,1.0,PhD,4
2662,Mark,Thomas,26,Sales,Marketing Specialist,45960.0,2020-04-19,,4.0,15.0,Master,1
2663,Stephanie,Banks,32,Sales,Software Engineer,74080.0,2022-12-24,,,16.0,Bachelor,2
2664,Erin,,43,HR,Data Analyst,44176.0,2022-05-07,2021-08-26,4.0,7.0,No Diploma,4
2665,Jerry,Manning,56,IT,Marketing Specialist,50488.0,2021-07-30,2023-02-23,3.0,7.0,PhD,1
2666,Jason,,46,Marketing,Marketing Specialist,48267.0,2019-01-01,2022-06-26,3.0,1.0,Associates Degree,5
2667,Bradley,Rose,53,Sales,HR Manager,,2019-03-15,2022-07-07,2.0,,Bachelor,3
2668,Mason,Pope,28,Marketing,Data Analyst,60036.0,2021-12-10,2022-11-19,2.0,5.0,Associates Degree,3
2669,Donald,Robertson,37,HR,Software Engineer,46205.0,2020-10-15,,2.0,17.0,Master,3
2670,Anthony,Calderon,32,Sales,Software Engineer,72897.0,2018-08-22,2021-04-19,3.0,7.0,No Diploma,2
2671,Kevin,Stark,57,Marketing,Sales Executive,,2021-08-28,,1.0,0.0,No Diploma,5
2672,Maureen,Montes,59,HR,Marketing Specialist,49534.0,2022-06-03,,3.0,13.0,Bachelor,2
2673,Jessica,Perez,51,Sales,Data Analyst,67173.0,2023-06-20,,4.0,,High School Diploma,4
2674,Brent,Gibson,40,Marketing,Software Engineer,68139.0,2021-11-05,,5.0,17.0,No Diploma,5
2675,Matthew,Morton,45,IT,Software Engineer,77529.0,2021-08-27,2022-11-05,5.0,11.0,Master,1
2676,Sabrina,Bell,60,Marketing,HR Manager,,2021-04-01,,2.0,20.0,Master,2
2677,Diamond,Lopez,28,Sales,Software Engineer,72117.0,2019-04-08,,1.0,16.0,PhD,5
2678,Matthew,,56,HR,Sales Executive,87554.0,2018-07-29,,2.0,17.0,Associates Degree,3
2679,Harold,Silva,40,IT,Marketing Specialist,54333.0,2022-02-02,2021-04-06,4.0,18.0,Associates Degree,4
2680,Rebecca,Copeland,54,Marketing,HR Manager,74413.0,2023-01-17,2023-03-09,2.0,18.0,Bachelor,2
2681,Holly,Phillips,28,HR,HR Manager,58142.0,2020-10-02,,5.0,16.0,No Diploma,1
2682,Angela,Bond,59,Sales,Marketing Specialist,69379.0,2022-05-19,2022-08-16,5.0,20.0,Bachelor,2
2683,Katie,Warren,60,Sales,Software Engineer,,2020-12-03,2022-10-05,,18.0,No Diploma,4
2684,Tara,Collier,59,HR,Software Engineer,48018.0,2023-06-16,2022-07-04,,13.0,No Diploma,3
2685,Amy,,59,IT,HR Manager,48737.0,2019-04-11,,3.0,4.0,Associates Degree,3
2686,Austin,Hopkins,31,Sales,Sales Executive,61350.0,2021-06-01,2023-06-22,1.0,1.0,High School Diploma,4
2687,Tracy,Smith,43,HR,Software Engineer,88840.0,2021-03-03,,2.0,18.0,Master,3
2688,Daniel,,32,IT,HR Manager,43501.0,2022-08-02,2021-10-27,2.0,10.0,Associates Degree,1
2689,Tammy,Campbell,54,HR,HR Manager,78142.0,2018-11-19,,1.0,20.0,No Diploma,1
2690,Steven,Long,43,Marketing,Software Engineer,78803.0,2020-02-14,,5.0,20.0,Associates Degree,5
2691,Connie,Dickerson,50,HR,Data Analyst,42370.0,2022-08-02,,5.0,0.0,High School Diploma,1
2692,Kimberly,Allen,31,HR,HR Manager,40144.0,2021-07-31,,5.0,8.0,PhD,5
2693,Thomas,Myers,30,Sales,HR Manager,47570.0,2019-05-27,2022-07-20,2.0,12.0,No Diploma,4
2694,Kaitlyn,Bishop,33,Sales,Sales Executive,67058.0,2021-10-21,2022-10-14,3.0,6.0,Associates Degree,3
2695,Brian,Roberts,43,Sales,Data Analyst,50220.0,2022-08-27,,5.0,16.0,No Diploma,2
2696,Joshua,Perez,49,Sales,Sales Executive,52896.0,2019-09-15,2023-01-04,3.0,14.0,Bachelor,2
2697,Miranda,Walker,49,HR,Marketing Specialist,61309.0,2019-10-01,,5.0,20.0,PhD,3
2698,Randy,Levy,37,Marketing,HR Manager,44391.0,2022-09-09,2022-05-06,4.0,10.0,Master,4
2699,Joshua,Mathews,55,IT,HR Manager,62170.0,2019-10-08,,4.0,0.0,Master,2
2700,David,,40,Marketing,Data Analyst,,2023-03-16,2023-05-14,2.0,2.0,No Diploma,2
2701,Linda,Hall,38,HR,Sales Executive,66593.0,2019-08-23,2022-08-02,4.0,4.0,High School Diploma,2
2702,Ethan,Bean,36,HR,Software Engineer,78007.0,2020-05-06,2022-03-05,1.0,16.0,PhD,5
2703,Melissa,Joseph,31,HR,Software Engineer,52459.0,2020-12-06,2022-10-19,1.0,1.0,PhD,4
2704,Julia,Johnson,29,Marketing,Sales Executive,75333.0,2021-05-05,2022-08-23,2.0,2.0,High School Diploma,1
2705,Zoe,Howard,40,IT,HR Manager,58202.0,2023-02-09,2021-03-05,5.0,3.0,High School Diploma,1
2706,Jason,Spencer,26,IT,HR Manager,44971.0,2018-05-10,2023-03-24,5.0,16.0,High School Diploma,5
2707,Brenda,Boyer,38,Marketing,Data Analyst,53355.0,2019-03-04,2021-04-28,2.0,16.0,Bachelor,2
2708,Ann,Mora,32,HR,HR Manager,89432.0,2022-06-03,2023-10-03,5.0,10.0,High School Diploma,4
2709,Laurie,Franco,31,Sales,Sales Executive,73359.0,2019-07-13,2022-06-17,3.0,8.0,Associates Degree,2
2710,Brianna,Adams,43,HR,Marketing Specialist,56643.0,2020-05-09,2022-11-26,4.0,,No Diploma,3
2711,Luke,Flores,44,Marketing,Sales Executive,41296.0,2021-10-04,,1.0,16.0,High School Diploma,3
2712,Maria,Henry,43,Sales,HR Manager,71040.0,2021-04-18,,,12.0,Bachelor,5
2713,Lynn,Lawrence,51,HR,Sales Executive,47934.0,2022-01-24,,,20.0,High School Diploma,1
2714,Rebecca,Kennedy,41,IT,Marketing Specialist,44898.0,2023-06-05,,3.0,,Associates Degree,4
2715,Lisa,Newton,32,HR,Sales Executive,,2021-11-24,2021-09-05,5.0,6.0,Master,4
2716,James,Morales,31,Marketing,Software Engineer,50436.0,2019-04-06,2023-09-21,5.0,9.0,Associates Degree,5
2717,Laura,Jones,26,HR,HR Manager,,2019-02-06,,3.0,5.0,Bachelor,4
2718,Elizabeth,Wright,55,HR,Software Engineer,40781.0,2021-01-05,,1.0,13.0,No Diploma,2
2719,Todd,Wells,39,IT,Sales Executive,71081.0,2021-01-04,2023-08-19,1.0,8.0,High School Diploma,1
2720,Janet,Webster,60,Marketing,HR Manager,88590.0,2019-07-14,2021-10-23,2.0,18.0,Master,4
2721,Anthony,Davis,53,HR,Data Analyst,51255.0,2021-07-02,,5.0,2.0,PhD,5
2722,Bradley,Davis,48,Marketing,Sales Executive,47511.0,2019-05-19,2021-07-13,3.0,18.0,Master,5
2723,Clifford,Small,51,HR,Marketing Specialist,74029.0,2022-06-22,2022-10-08,3.0,,Associates Degree,3
2724,James,Hill,56,HR,Software Engineer,47959.0,2021-08-24,2022-09-21,5.0,2.0,High School Diploma,2
2725,Debra,Smith,30,HR,Software Engineer,70485.0,2021-11-18,,3.0,8.0,Associates Degree,4
2726,Dwayne,Esparza,59,HR,HR Manager,55233.0,2018-08-29,2022-05-09,,10.0,Bachelor,4
2727,Brooke,Horton,54,HR,Software Engineer,,2020-08-22,,2.0,20.0,Master,1
2728,Sandra,Johnson,47,Sales,Sales Executive,81829.0,2021-08-15,,2.0,,Associates Degree,3
2729,Julie,Noble,36,HR,Sales Executive,65277.0,2018-06-22,2022-12-08,1.0,9.0,Master,4
2730,Jonathan,Hernandez,30,Sales,Sales Executive,76809.0,2018-12-31,,3.0,20.0,Master,5
2731,Michael,Nguyen,29,Sales,Data Analyst,77800.0,2022-12-04,2023-08-22,,0.0,No Diploma,4
2732,Claire,Hall,38,IT,Sales Executive,,2023-01-26,2022-05-24,,4.0,Associates Degree,1
2733,Danielle,Alexander,45,HR,Data Analyst,89396.0,2021-06-26,,5.0,,No Diploma,2
2734,Monica,Gibson,33,HR,Software Engineer,70776.0,2023-04-18,2022-01-03,1.0,19.0,Associates Degree,2
2735,Lisa,Clay,44,Sales,Sales Executive,67165.0,2022-07-27,2021-08-27,4.0,8.0,High School Diploma,2
2736,Anthony,Rogers,55,Sales,Sales Executive,62549.0,2021-07-27,2021-11-25,5.0,10.0,Associates Degree,3
2737,Stacy,Kennedy,58,HR,HR Manager,67105.0,2020-01-30,,3.0,3.0,High School Diploma,1
2738,Jessica,Thomas,55,Marketing,Software Engineer,83467.0,2019-01-12,,2.0,,PhD,2
2739,Tyler,Rivers,54,Sales,HR Manager,42115.0,2018-07-11,,5.0,5.0,Associates Degree,2
2740,Christina,Alexander,57,Sales,Sales Executive,81356.0,2021-07-26,2022-09-28,2.0,20.0,Master,2
2741,Ruth,Burgess,42,Marketing,HR Manager,45289.0,2022-05-21,,2.0,12.0,Bachelor,2
2742,Lisa,Woodard,59,IT,HR Manager,,2020-08-03,2021-04-25,2.0,18.0,Associates Degree,4
2743,Karen,Stark,60,HR,Marketing Specialist,83651.0,2019-06-21,,1.0,15.0,Bachelor,3
2744,Laura,Espinoza,42,Marketing,Data Analyst,88280.0,2020-08-25,2021-04-02,4.0,2.0,Bachelor,5
2745,Candace,Taylor,33,Sales,Marketing Specialist,56900.0,2019-08-08,,1.0,3.0,PhD,2
2746,Donald,Brown,59,Marketing,Marketing Specialist,59008.0,2020-09-12,2021-08-06,5.0,9.0,No Diploma,3
2747,Susan,Johnson,46,HR,Data Analyst,84398.0,2022-09-11,,,9.0,High School Diploma,3
2748,Belinda,Hampton,34,IT,Sales Executive,43450.0,2018-05-24,,5.0,5.0,PhD,3
2749,Loretta,Gomez,55,Marketing,Marketing Specialist,49262.0,2022-08-30,,3.0,10.0,No Diploma,1
2750,Adam,,26,Marketing,Sales Executive,85814.0,2019-05-29,,3.0,0.0,Bachelor,2
2751,Autumn,Martinez,29,Sales,Sales Executive,60853.0,2022-07-02,2021-02-18,1.0,,High School Diploma,2
2752,Scott,Wilson,28,IT,Data Analyst,83802.0,2019-11-07,2022-09-24,,19.0,Associates Degree,4
2753,David,Glenn,34,Sales,Marketing Specialist,41222.0,2018-05-17,2021-02-04,5.0,11.0,Master,5
2754,Joel,Duncan,40,Marketing,Marketing Specialist,,2018-12-23,,1.0,19.0,PhD,2
2755,Beth,Ramos,53,HR,Sales Executive,54817.0,2020-02-18,2021-11-05,1.0,12.0,Associates Degree,3
2756,Anita,Hill,46,HR,Software Engineer,54499.0,2018-12-24,,,7.0,No Diploma,5
2757,Christine,Hayes,38,Marketing,Sales Executive,82485.0,2019-10-23,2021-06-30,1.0,5.0,PhD,1
2758,Gary,Simpson,25,Marketing,Data Analyst,68352.0,2022-07-02,2021-10-26,2.0,11.0,PhD,5
2759,Joe,Jones,37,IT,Sales Executive,,2018-07-13,,1.0,19.0,Associates Degree,4
2760,Tanya,Hopkins,29,HR,Software Engineer,61963.0,2020-09-30,,4.0,,Master,3
2761,Michael,Patterson,48,Sales,Software Engineer,89139.0,2020-02-25,,3.0,5.0,Master,4
2762,Peter,Simmons,28,IT,Marketing Specialist,62452.0,2021-10-29,,2.0,0.0,PhD,1
2763,Benjamin,Hinton,39,HR,Marketing Specialist,76931.0,2020-11-10,,1.0,19.0,Bachelor,3
2764,Tonya,Chapman,44,Marketing,Sales Executive,61148.0,2022-10-19,,1.0,4.0,High School Diploma,3
2765,Angela,Owens,37,Sales,Software Engineer,45955.0,2020-03-26,,4.0,5.0,High School Diploma,3
2766,Barbara,Jones,50,HR,Software Engineer,40339.0,2018-08-14,,1.0,6.0,Associates Degree,5
2767,Daniel,Williams,28,HR,Data Analyst,72809.0,2018-06-26,,4.0,9.0,No Diploma,5
2768,Robert,Ryan,43,HR,Software Engineer,61072.0,2021-07-15,,,1.0,Master,3
2769,Stephanie,Rush,35,Marketing,Data Analyst,64460.0,2020-05-31,2022-06-15,2.0,12.0,Master,1
2770,Emily,Webster,37,Sales,Data Analyst,43872.0,2021-05-30,,5.0,,Bachelor,4
2771,Hunter,Hodge,56,Sales,Sales Executive,49875.0,2022-06-27,2022-02-14,4.0,4.0,Bachelor,4
2772,David,Meadows,29,HR,Marketing Specialist,63825.0,2018-08-16,,2.0,14.0,Bachelor,2
2773,Eric,Kim,27,HR,Software Engineer,75543.0,2019-05-25,2022-12-13,4.0,18.0,Associates Degree,2
2774,Brandon,Johnson,55,IT,Sales Executive,49928.0,2023-01-29,,,0.0,Associates Degree,3
2775,Amy,Floyd,45,HR,Marketing Specialist,,2020-03-18,,2.0,7.0,No Diploma,1
2776,Anthony,Gibson,47,Marketing,Software Engineer,43462.0,2021-09-17,2023-07-18,3.0,17.0,Associates Degree,5
2777,Paul,Fleming,29,Sales,HR Manager,53996.0,2019-01-13,2021-02-11,2.0,5.0,PhD,5
2778,Rachael,Henderson,43,Sales,Marketing Specialist,64397.0,2020-08-03,,2.0,3.0,No Diploma,1
2779,Amanda,Rodriguez,28,HR,Marketing Specialist,45596.0,2021-06-26,,3.0,10.0,Master,5
2780,Drew,Evans,37,IT,Marketing Specialist,61673.0,2020-12-03,2021-10-05,4.0,20.0,Associates Degree,3
2781,Michael,Thompson,47,HR,Sales Executive,80650.0,2018-06-27,2023-03-15,5.0,,No Diploma,5
2782,Ronnie,Dodson,40,IT,Data Analyst,59543.0,2023-07-08,,3.0,4.0,PhD,2
2783,Andrew,Garcia,48,IT,Software Engineer,44154.0,2021-08-15,,4.0,9.0,PhD,2
2784,Jason,Roth,37,HR,Marketing Specialist,49064.0,2022-07-23,2022-02-06,4.0,2.0,No Diploma,3
2785,Megan,Snow,31,HR,Sales Executive,81713.0,2022-12-08,2021-10-14,3.0,19.0,High School Diploma,1
2786,Jennifer,Griffin,27,Marketing,Software Engineer,51860.0,2018-08-09,,4.0,3.0,Master,3
2787,Tonya,Munoz,32,Sales,Data Analyst,86640.0,2022-05-16,2022-02-22,2.0,18.0,PhD,3
2788,Russell,Rivera,46,HR,Marketing Specialist,89963.0,2019-09-12,2021-07-31,5.0,1.0,PhD,2
2789,Jack,Macias,36,HR,Data Analyst,47027.0,2021-03-12,,3.0,5.0,Bachelor,2
2790,Olivia,Alexander,31,IT,Sales Executive,60225.0,2023-07-11,2021-04-18,1.0,6.0,Master,1
2791,Tina,Jones,56,Sales,HR Manager,47561.0,2018-07-11,,4.0,17.0,Master,3
2792,Jennifer,Gould,27,Sales,HR Manager,80442.0,2020-08-01,,4.0,,No Diploma,4
2793,Brad,Carr,45,Marketing,Software Engineer,68628.0,2019-09-01,,1.0,,Master,4
2794,Grant,Walls,42,HR,Sales Executive,67681.0,2018-11-08,2023-08-19,2.0,5.0,No Diploma,2
2795,Joseph,Foster,50,HR,HR Manager,65884.0,2021-11-09,2023-07-30,1.0,18.0,Associates Degree,1
2796,Steve,,51,HR,Software Engineer,,2020-12-02,2021-05-14,,20.0,High School Diploma,4
2797,Lindsay,,26,IT,Data Analyst,50061.0,2021-11-09,,3.0,4.0,Master,1
2798,Carlos,Herring,38,Marketing,HR Manager,,2018-07-07,2023-09-29,5.0,20.0,Associates Degree,3
2799,Nathan,Nelson,48,Marketing,Data Analyst,,2023-06-03,,3.0,14.0,Bachelor,4
2800,Richard,Nguyen,54,Sales,Marketing Specialist,76653.0,2021-11-21,,4.0,17.0,Master,4
2801,David,Griffith,58,IT,Data Analyst,52342.0,2018-05-06,,3.0,5.0,Bachelor,1
2802,Karen,Davis,28,IT,Marketing Specialist,,2022-03-22,2021-08-05,2.0,14.0,PhD,2
2803,Patricia,Craig,36,Marketing,Marketing Specialist,45514.0,2022-12-12,,5.0,9.0,No Diploma,2
2804,Colleen,,31,Marketing,Software Engineer,62663.0,2019-10-28,,2.0,4.0,Associates Degree,4
2805,Chelsea,James,46,Sales,Sales Executive,43227.0,2023-06-29,,1.0,14.0,High School Diploma,5
2806,Richard,Perez,49,IT,Sales Executive,63676.0,2022-08-04,2022-08-22,4.0,14.0,Master,2
2807,David,Johnson,52,Sales,Software Engineer,,2019-01-17,2022-08-18,4.0,0.0,No Diploma,2
2808,Kendra,,46,HR,HR Manager,42145.0,2021-10-15,,3.0,11.0,High School Diploma,3
2809,Monica,Taylor,25,Marketing,Software Engineer,70354.0,2021-06-27,2023-01-12,1.0,9.0,PhD,2
2810,Jennifer,,52,Sales,Marketing Specialist,73807.0,2021-11-14,2022-07-24,2.0,17.0,High School Diploma,3
2811,Karen,Evans,53,Marketing,Data Analyst,56662.0,2023-05-08,2022-11-14,5.0,5.0,PhD,3
2812,Brandi,Snyder,52,IT,HR Manager,43598.0,2023-06-20,,3.0,16.0,PhD,4
2813,Briana,Ford,49,Marketing,Sales Executive,68684.0,2021-06-10,2022-01-01,,2.0,Bachelor,5
2814,Douglas,Becker,46,IT,Sales Executive,82252.0,2023-06-28,,1.0,3.0,No Diploma,3
2815,Danny,Garrett,40,HR,Data Analyst,45059.0,2021-11-16,2021-04-21,3.0,,Master,1
2816,Kimberly,Meyer,43,Marketing,Marketing Specialist,58484.0,2021-11-12,,5.0,19.0,No Diploma,2
2817,Ruben,Burke,30,Sales,Marketing Specialist,64860.0,2020-11-14,,3.0,5.0,Master,1
2818,Craig,Hampton,27,Marketing,Software Engineer,49214.0,2023-04-02,,3.0,9.0,Bachelor,5
2819,Glenn,Patton,32,HR,Software Engineer,85861.0,2018-11-22,2022-02-20,1.0,0.0,High School Diploma,2
2820,Ashley,Byrd,57,IT,Sales Executive,76754.0,2018-10-17,,2.0,13.0,Bachelor,4
2821,Katherine,Guzman,48,HR,Marketing Specialist,52878.0,2019-09-12,,5.0,9.0,No Diploma,5
2822,Paul,Lee,31,Marketing,Data Analyst,84668.0,2023-01-21,2023-06-19,2.0,12.0,Bachelor,3
2823,Joseph,Johnson,32,IT,Marketing Specialist,70198.0,2020-08-17,2021-12-05,3.0,9.0,Associates Degree,1
2824,Brandi,Hardy,44,IT,Software Engineer,53102.0,2023-04-11,,5.0,16.0,Associates Degree,5
2825,Steven,Roberts,38,Sales,Data Analyst,58661.0,2022-06-24,2023-08-28,3.0,2.0,Master,3
2826,Jessica,,51,HR,Sales Executive,61434.0,2019-01-16,2022-05-24,4.0,6.0,Master,4
2827,Elizabeth,,36,IT,HR Manager,83061.0,2021-11-07,,3.0,,Master,2
2828,Kathryn,Rodriguez,49,Marketing,Data Analyst,89218.0,2022-08-16,2021-01-29,5.0,5.0,PhD,5
2829,Regina,Martin,35,Marketing,Sales Executive,81603.0,2018-12-21,2022-02-24,2.0,20.0,High School Diploma,1
2830,Courtney,Riley,58,IT,HR Manager,,2018-08-27,2022-04-07,5.0,14.0,High School Diploma,4
2831,Christopher,,36,HR,Data Analyst,76759.0,2021-06-22,2022-09-28,4.0,1.0,Associates Degree,5
2832,Kelly,Rose,33,IT,Sales Executive,69271.0,2022-04-30,,,19.0,Associates Degree,5
2833,Michael,Snyder,34,Marketing,Software Engineer,74931.0,2019-07-13,,4.0,,PhD,3
2834,Christina,Hopkins,38,IT,Marketing Specialist,85159.0,2020-12-11,2022-09-18,4.0,7.0,Master,1
2835,Misty,Hooper,25,IT,Marketing Specialist,48249.0,2022-12-06,2022-09-11,3.0,2.0,Bachelor,3
2836,Megan,Gay,46,IT,HR Manager,42841.0,2021-07-17,,1.0,2.0,No Diploma,4
2837,Christopher,,38,Marketing,Data Analyst,65283.0,2022-05-10,2022-10-29,4.0,6.0,Bachelor,3
2838,Jeffrey,Wolf,31,Sales,HR Manager,66470.0,2020-12-22,,4.0,0.0,High School Diploma,3
2839,Heather,Miller,57,Marketing,Marketing Specialist,86597.0,2018-07-17,,5.0,8.0,PhD,2
2840,Scott,Schmidt,48,Sales,HR Manager,75850.0,2020-12-05,,,,Master,2
2841,Melinda,Collins,59,HR,Marketing Specialist,81305.0,2020-03-24,2023-08-10,2.0,13.0,No Diploma,5
2842,Kathleen,Mcknight,28,HR,Marketing Specialist,50503.0,2021-11-17,2022-09-21,5.0,7.0,Bachelor,1
2843,Brittany,Short,25,HR,Data Analyst,85255.0,2022-02-28,,3.0,17.0,PhD,5
2844,Daniel,Harrison,29,Sales,Data Analyst,52773.0,2023-02-12,,3.0,3.0,PhD,1
2845,Tammy,Hull,26,IT,Data Analyst,40010.0,2019-10-01,2021-05-17,3.0,5.0,Bachelor,3
